PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Expected_Spend,Total_Spend,Savings_per_Order,Defect_Rate,Lead_time
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,mro,Delivered,1422,83.73,76.47,198.0,Yes,119064.06000000001,108740.34,10323.720000000016,13.924050632911392,11.0
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,office supplies,Delivered,1844,76.51,73.05,0.0,Yes,141084.44,134704.19999999998,6380.24000000002,0.0,12.0
PO-00325,Gamma_Co,2023-05-04,,electronics,Delivered,709,61.64,54.55,41.0,Yes,43702.76,38675.95,5026.810000000005,5.782792665726375,
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,mro,Delivered,813,45.68,41.78,0.0,No,37137.84,33967.14,3170.699999999997,0.0,16.0
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,office supplies,Delivered,1004,96.51,92.9,146.0,No,96896.04000000001,93271.6,3624.4400000000023,14.54183266932271,3.0
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,raw materials,Delivered,452,46.45,40.39,9.0,Yes,20995.4,18256.28,2739.1200000000026,1.991150442477876,4.0
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,raw materials,Pending,1419,83.91,71.46,137.0,Yes,119068.29,101401.73999999999,17666.550000000003,9.654686398872446,12.0
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,packaging,Delivered,1584,53.73,51.92,167.0,No,85108.31999999999,82241.28,2867.0399999999936,10.542929292929292,18.0
PO-00331,Gamma_Co,2022-03-24,2022-04-11,mro,Pending,196,44.36,43.81,6.0,Yes,8694.56,8586.76,107.79999999999927,3.061224489795918,18.0
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,office supplies,Delivered,1221,53.19,46.18,29.0,Yes,64944.99,56385.78,8559.21,2.375102375102375,4.0
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,packaging,Delivered,913,37.5,36.2,0.0,Yes,34237.5,33050.600000000006,1186.8999999999942,0.0,14.0
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,packaging,Delivered,1784,85.01,76.69,37.0,Yes,151657.84,136814.96,14842.880000000005,2.0739910313901344,2.0
PO-00335,Delta_Logistics,2022-03-11,,raw materials,Delivered,1893,55.8,52.35,0.0,Yes,105629.4,99098.55,6530.849999999991,0.0,
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,electronics,Pending,538,34.3,32.25,84.0,No,18453.399999999998,17350.5,1102.8999999999978,15.613382899628252,12.0
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,office supplies,Pending,978,94.15,87.7,149.0,No,92078.70000000001,85770.6,6308.100000000006,15.235173824130879,17.0
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,raw materials,Cancelled,1713,47.45,42.05,53.0,Yes,81281.85,72031.65,9250.200000000012,3.0939871570344426,16.0
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,raw materials,Pending,600,60.1,57.92,95.0,No,36060.0,34752.0,1308.0,15.833333333333332,4.0
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,electronics,Pending,387,100.28,85.54,5.0,Yes,38808.36,33103.98,5704.379999999997,1.2919896640826873,18.0
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,mro,Pending,921,68.83,59.13,22.0,Yes,63392.43,54458.73,8933.699999999997,2.3887079261672097,9.0
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,mro,Delivered,690,22.47,21.94,77.0,Yes,15504.3,15138.6,365.6999999999989,11.159420289855072,14.0
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,office supplies,Cancelled,1852,104.04,94.89,36.0,Yes,192682.08000000002,175736.28,16945.800000000017,1.9438444924406046,20.0
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,electronics,Delivered,522,66.83,58.01,74.0,Yes,34885.26,30281.219999999998,4604.0400000000045,14.17624521072797,18.0
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,electronics,Delivered,200,44.16,43.13,21.0,Yes,8832.0,8626.0,206.0,10.5,9.0
PO-00346,Gamma_Co,2022-03-25,2022-04-03,packaging,Delivered,1488,22.76,21.99,0.0,Yes,33866.880000000005,32721.12,1145.7600000000057,0.0,9.0
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,electronics,Delivered,1371,87.16,78.13,43.0,Yes,119496.36,107116.23,12380.130000000005,3.1363967906637495,10.0
PO-00348,Alpha_Inc,2023-11-05,,office supplies,Delivered,1684,73.05,62.53,0.0,Yes,123016.2,105300.52,17715.679999999993,0.0,
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,electronics,Delivered,312,63.52,58.09,0.0,Yes,19818.24,18124.08,1694.1599999999999,0.0,6.0
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,packaging,Cancelled,1837,99.04,86.51,39.0,Yes,181936.48,158918.87,23017.610000000015,2.1230266739248775,19.0
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,mro,Delivered,193,87.86,81.74,21.0,Yes,16956.98,15775.82,1181.1599999999999,10.880829015544041,3.0
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,electronics,Delivered,395,24.83,23.96,31.0,Yes,9807.849999999999,9464.2,343.6499999999978,7.848101265822785,1.0
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,electronics,Cancelled,673,39.58,35.83,25.0,Yes,26637.34,24113.59,2523.75,3.7147102526002973,17.0
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,office supplies,Cancelled,1066,33.33,28.47,162.0,No,35529.78,30349.02,5180.759999999998,15.196998123827393,14.0
PO-00355,Gamma_Co,2023-11-17,2023-11-23,packaging,Delivered,1645,85.42,80.78,73.0,No,140515.9,132883.1,7632.799999999988,4.437689969604863,6.0
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,electronics,Delivered,930,13.67,11.95,16.0,Yes,12713.1,11113.5,1599.6000000000004,1.7204301075268817,11.0
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,office supplies,Delivered,51,63.74,56.1,0.0,Yes,3250.7400000000002,2861.1,389.6400000000003,0.0,19.0
PO-00358,Gamma_Co,2022-09-29,2022-10-01,packaging,Delivered,946,81.77,71.65,55.0,Yes,77354.42,67780.90000000001,9573.51999999999,5.813953488372093,2.0
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,raw materials,Partially delivered,1377,94.69,84.2,0.0,Yes,130388.12999999999,115943.40000000001,14444.729999999981,0.0,20.0
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,packaging,Cancelled,303,41.6,40.51,11.0,Yes,12604.800000000001,12274.529999999999,330.27000000000226,3.6303630363036308,3.0
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,raw materials,Delivered,1725,93.14,79.62,24.0,Yes,160666.5,137344.5,23322.0,1.391304347826087,14.0
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,raw materials,Cancelled,502,22.05,20.65,50.0,No,11069.1,10366.3,702.8000000000011,9.9601593625498,15.0
PO-00363,Gamma_Co,2022-11-04,2022-11-11,packaging,Delivered,1110,90.49,80.03,61.0,Yes,100443.9,88833.3,11610.599999999991,5.495495495495495,7.0
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,packaging,Delivered,1233,23.08,20.57,0.0,Yes,28457.64,25362.81,3094.829999999998,0.0,4.0
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,office supplies,Delivered,1064,48.04,43.6,94.0,Yes,51114.56,46390.4,4724.159999999996,8.834586466165414,4.0
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,packaging,Partially delivered,58,82.57,76.55,0.0,Yes,4789.0599999999995,4439.9,349.15999999999985,0.0,19.0
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,mro,Delivered,1306,23.49,20.17,116.0,No,30677.94,26342.02,4335.919999999998,8.88208269525268,10.0
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,electronics,Delivered,1172,32.93,29.28,0.0,No,38593.96,34316.16,4277.799999999996,0.0,13.0
PO-00369,Alpha_Inc,2023-09-29,,packaging,Delivered,1732,82.5,71.71,24.0,Yes,142890.0,124201.71999999999,18688.280000000013,1.3856812933025404,
PO-00370,Gamma_Co,2023-07-31,2023-08-07,raw materials,Delivered,865,81.54,71.59,39.0,Yes,70532.1,61925.350000000006,8606.75,4.508670520231214,7.0
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,raw materials,Delivered,257,68.72,66.92,22.0,Yes,17661.04,17198.44,462.6000000000022,8.560311284046692,7.0
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,packaging,Delivered,1204,73.18,67.59,31.0,Yes,88108.72,81378.36,6730.360000000001,2.574750830564784,9.0
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,electronics,Partially delivered,453,64.14,60.18,51.0,Yes,29055.420000000002,27261.54,1793.880000000001,11.258278145695364,4.0
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,electronics,Delivered,201,33.81,32.54,3.0,Yes,6795.81,6540.54,255.27000000000044,1.4925373134328357,14.0
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,office supplies,Delivered,103,44.61,42.88,10.0,Yes,4594.83,4416.64,178.1899999999996,9.70873786407767,13.0
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,office supplies,Delivered,1193,27.4,27.09,0.0,Yes,32688.199999999997,32318.37,369.8299999999981,0.0,8.0
PO-00377,Gamma_Co,2022-05-16,2022-05-28,office supplies,Partially delivered,1746,93.6,89.81,85.0,Yes,163425.59999999998,156808.26,6617.339999999967,4.868270332187858,12.0
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,electronics,Delivered,1993,65.94,59.36,0.0,Yes,131418.41999999998,118304.48,13113.939999999988,0.0,2.0
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,raw materials,Delivered,677,46.54,43.11,0.0,No,31507.579999999998,29185.47,2322.109999999997,0.0,15.0
PO-00380,Alpha_Inc,2022-09-08,,office supplies,Pending,636,53.64,49.23,18.0,Yes,34115.04,31310.28,2804.760000000002,2.8301886792452833,
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,packaging,Delivered,1698,100.97,98.73,52.0,Yes,171447.06,167643.54,3803.5199999999895,3.0624263839811543,19.0
PO-00382,Gamma_Co,2022-10-19,2022-11-01,office supplies,Delivered,1493,24.87,22.89,56.0,Yes,37130.91,34174.770000000004,2956.1399999999994,3.750837240455459,13.0
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,packaging,Delivered,1495,64.33,58.18,26.0,Yes,96173.34999999999,86979.1,9194.249999999985,1.7391304347826086,14.0
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,packaging,Cancelled,153,59.42,52.0,3.0,Yes,9091.26,7956.0,1135.2600000000002,1.9607843137254901,13.0
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,raw materials,Cancelled,1925,70.88,63.41,292.0,Yes,136444.0,122064.25,14379.75,15.168831168831169,11.0
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,packaging,Delivered,303,12.97,11.42,0.0,No,3929.9100000000003,3460.2599999999998,469.65000000000055,0.0,20.0
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,office supplies,Delivered,1300,92.92,90.63,0.0,Yes,120796.0,117819.0,2977.0,0.0,12.0
PO-00388,Gamma_Co,2023-09-19,2023-09-23,raw materials,Delivered,1185,103.28,99.05,0.0,Yes,122386.8,117374.25,5012.550000000003,0.0,4.0
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,raw materials,Delivered,559,67.56,57.98,15.0,Yes,37766.04,32410.82,5355.220000000001,2.6833631484794274,19.0
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,electronics,Pending,1546,78.88,78.0,38.0,Yes,121948.48,120588.0,1360.479999999996,2.457956015523933,3.0
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,packaging,Delivered,148,93.02,85.96,4.0,Yes,13766.96,12722.08,1044.8799999999992,2.7027027027027026,10.0
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,office supplies,Delivered,202,81.75,78.26,37.0,No,16513.5,15808.52,704.9799999999996,18.316831683168317,8.0
PO-00393,Gamma_Co,2023-07-22,2023-07-28,packaging,Delivered,1934,25.86,25.6,78.0,Yes,50013.24,49510.4,502.8399999999965,4.033092037228542,6.0
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,office supplies,Delivered,963,64.96,64.07,20.0,Yes,62556.479999999996,61699.409999999996,857.0699999999997,2.0768431983385254,4.0
PO-00395,Gamma_Co,2023-11-11,2023-11-18,mro,Delivered,1969,71.71,61.96,0.0,Yes,141196.99,121999.24,19197.749999999985,0.0,7.0
PO-00396,Delta_Logistics,2022-04-17,,electronics,Delivered,927,48.89,46.05,138.0,Yes,45321.03,42688.35,2632.6800000000003,14.886731391585762,
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,raw materials,Cancelled,387,77.81,69.04,67.0,Yes,30112.47,26718.480000000003,3393.989999999998,17.31266149870801,5.0
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,electronics,Delivered,1779,97.86,94.36,176.0,Yes,174092.94,167866.44,6226.5,9.89319842608207,5.0
PO-00399,Gamma_Co,2022-04-29,2022-05-05,mro,Pending,871,94.7,92.66,46.0,Yes,82483.7,80706.86,1776.8399999999965,5.281285878300804,6.0
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,electronics,Delivered,1236,51.33,44.03,25.0,Yes,63443.88,54421.08,9022.799999999996,2.0226537216828477,3.0
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,electronics,Delivered,1793,22.01,21.78,285.0,Yes,39463.93,39051.54,412.3899999999994,15.895147796988288,16.0
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,mro,Delivered,1006,101.1,89.04,139.0,Yes,101706.59999999999,89574.24,12132.359999999986,13.817097415506957,19.0
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,electronics,Cancelled,1754,89.35,86.54,161.0,No,156719.9,151791.16,4928.739999999991,9.179019384264537,15.0
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,electronics,Delivered,210,22.17,21.32,10.0,Yes,4655.700000000001,4477.2,178.5000000000009,4.761904761904762,19.0
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,mro,Delivered,1653,102.16,91.91,217.0,Yes,168870.47999999998,151927.22999999998,16943.25,13.127646702964308,20.0
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,mro,Partially delivered,850,91.38,88.41,24.0,Yes,77673.0,75148.5,2524.5,2.823529411764706,11.0
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,raw materials,Delivered,447,59.81,57.92,13.0,Yes,26735.07,25890.24,844.8299999999981,2.9082774049217,3.0
PO-00408,Gamma_Co,2022-07-28,2022-08-07,office supplies,Delivered,1350,65.11,56.95,71.0,Yes,87898.5,76882.5,11016.0,5.2592592592592595,10.0
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,office supplies,Delivered,865,51.19,47.76,83.0,Yes,44279.35,41312.4,2966.949999999997,9.595375722543352,19.0
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,mro,Delivered,1989,16.5,15.89,57.0,Yes,32818.5,31605.210000000003,1213.2899999999972,2.865761689291101,17.0
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,office supplies,Delivered,1577,41.77,39.58,32.0,Yes,65871.29000000001,62417.659999999996,3453.630000000012,2.029169308814204,15.0
PO-00412,Gamma_Co,2023-06-02,2023-06-04,packaging,Pending,1969,89.25,87.28,108.0,No,175733.25,171854.32,3878.929999999993,5.485017775520569,2.0
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,packaging,Partially delivered,1465,11.25,9.61,151.0,Yes,16481.25,14078.65,2402.6000000000004,10.30716723549488,10.0
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,packaging,Pending,1208,41.62,39.46,0.0,Yes,50276.96,47667.68,2609.279999999999,0.0,3.0
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,raw materials,Delivered,1268,46.06,45.26,123.0,Yes,58404.08,57389.68,1014.4000000000015,9.700315457413248,17.0
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,office supplies,Delivered,450,59.24,55.03,68.0,No,26658.0,24763.5,1894.5,15.11111111111111,19.0
PO-00417,Gamma_Co,2023-10-12,2023-10-14,electronics,Partially delivered,689,102.53,95.23,38.0,Yes,70643.17,65613.47,5029.699999999997,5.515239477503629,2.0
PO-00418,Gamma_Co,2023-03-10,2023-03-29,mro,Delivered,1106,44.05,38.6,51.0,Yes,48719.299999999996,42691.6,6027.699999999997,4.61121157323689,19.0
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,office supplies,Delivered,737,43.08,42.58,21.0,Yes,31749.96,31381.46,368.5,2.8493894165535956,11.0
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,raw materials,Delivered,509,76.76,74.72,7.0,No,39070.840000000004,38032.479999999996,1038.3600000000079,1.37524557956778,17.0
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,electronics,Delivered,1004,50.7,46.59,27.0,Yes,50902.8,46776.36,4126.440000000002,2.689243027888446,2.0
PO-00422,Gamma_Co,2022-12-08,2022-12-19,mro,Pending,1956,31.88,28.48,86.0,Yes,62357.28,55706.88,6650.4000000000015,4.396728016359918,11.0
PO-00423,Delta_Logistics,2022-05-14,,electronics,Delivered,519,51.73,47.52,81.0,No,26847.87,24662.88,2184.989999999998,15.606936416184972,
PO-00424,Gamma_Co,2023-10-15,2023-10-21,mro,Partially delivered,1448,25.06,21.62,84.0,Yes,36286.88,31305.760000000002,4981.119999999995,5.801104972375691,6.0
PO-00425,Gamma_Co,2022-09-26,2022-10-11,packaging,Delivered,1095,26.91,23.75,53.0,Yes,29466.45,26006.25,3460.2000000000007,4.840182648401827,15.0
PO-00426,Alpha_Inc,2022-06-15,,mro,Delivered,799,56.22,49.51,18.0,Yes,44919.78,39558.49,5361.290000000001,2.252816020025031,
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,mro,Partially delivered,1743,51.04,47.15,160.0,Yes,88962.72,82182.45,6780.270000000004,9.179575444635686,20.0
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,raw materials,Delivered,87,100.65,85.56,1.0,Yes,8756.550000000001,7443.72,1312.8300000000008,1.1494252873563218,12.0
PO-00429,Beta_Supplies,2023-12-24,,raw materials,Delivered,279,47.52,46.5,28.0,No,13258.080000000002,12973.5,284.58000000000175,10.03584229390681,
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,raw materials,Delivered,1438,66.61,58.5,237.0,Yes,95785.18,84123.0,11662.179999999993,16.481223922114047,11.0
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,office supplies,Partially delivered,612,72.93,63.32,99.0,Yes,44633.16,38751.840000000004,5881.32,16.176470588235293,2.0
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,packaging,Pending,487,11.18,10.63,15.0,Yes,5444.66,5176.81,267.84999999999945,3.0800821355236137,11.0
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,packaging,Partially delivered,1849,70.76,69.25,51.0,Yes,130835.24,128043.25,2791.9900000000052,2.758247701460249,4.0
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,mro,Partially delivered,1356,26.28,25.44,47.0,Yes,35635.68,34496.64,1139.0400000000009,3.466076696165192,13.0
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,raw materials,Delivered,76,107.59,96.33,10.0,Yes,8176.84,7321.08,855.7600000000002,13.157894736842104,20.0
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,packaging,Partially delivered,275,23.96,20.44,0.0,Yes,6589.0,5621.0,968.0,0.0,11.0
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,packaging,Delivered,1350,51.57,48.07,0.0,Yes,69619.5,64894.5,4725.0,0.0,5.0
PO-00438,Alpha_Inc,2022-02-06,,mro,Delivered,847,17.77,17.39,0.0,Yes,15051.19,14729.33,321.8600000000006,0.0,
PO-00439,Gamma_Co,2023-01-14,2023-01-27,mro,Delivered,1682,105.7,101.3,94.0,Yes,177787.4,170386.6,7400.799999999988,5.58858501783591,13.0
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,electronics,Delivered,333,60.44,58.54,8.0,Yes,20126.52,19493.82,632.7000000000007,2.4024024024024024,3.0
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,electronics,Cancelled,928,69.31,67.26,20.0,Yes,64319.68,62417.280000000006,1902.3999999999942,2.1551724137931036,13.0
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,mro,Partially delivered,1009,16.44,16.18,0.0,Yes,16587.960000000003,16325.619999999999,262.3400000000038,0.0,11.0
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,electronics,Pending,1554,82.92,74.82,44.0,Yes,128857.68000000001,116270.27999999998,12587.400000000023,2.8314028314028317,17.0
PO-00444,Gamma_Co,2022-05-11,2022-05-25,packaging,Partially delivered,502,29.47,28.94,27.0,Yes,14793.939999999999,14527.880000000001,266.0599999999977,5.378486055776892,14.0
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,mro,Delivered,1069,91.28,82.64,0.0,Yes,97578.32,88342.16,9236.160000000003,0.0,1.0
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,mro,Pending,1902,29.89,25.83,41.0,Yes,56850.78,49128.659999999996,7722.120000000003,2.155625657202944,6.0
PO-00447,Gamma_Co,2023-01-09,,raw materials,Pending,865,28.79,25.69,47.0,Yes,24903.35,22221.850000000002,2681.4999999999964,5.433526011560693,
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,packaging,Partially delivered,708,13.36,11.61,0.0,No,9458.88,8219.88,1239.0,0.0,16.0
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,packaging,Delivered,1589,55.64,48.52,0.0,Yes,88411.96,77098.28,11313.680000000008,0.0,5.0
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,office supplies,Delivered,596,62.96,61.88,9.0,Yes,37524.16,36880.48,643.6800000000003,1.5100671140939599,10.0
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,office supplies,Delivered,1265,17.66,16.97,34.0,Yes,22339.9,21467.05,872.8500000000022,2.6877470355731226,4.0
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,raw materials,Delivered,1122,82.99,81.7,118.0,No,93114.78,91667.40000000001,1447.37999999999,10.51693404634581,18.0
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,office supplies,Delivered,1585,56.38,53.05,0.0,Yes,89362.3,84084.25,5278.050000000003,0.0,17.0
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,electronics,Delivered,66,58.05,50.76,0.0,Yes,3831.2999999999997,3350.16,481.1399999999999,0.0,11.0
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,mro,Delivered,1245,52.4,51.65,118.0,No,65238.0,64304.25,933.75,9.477911646586346,20.0
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,electronics,Delivered,1293,50.21,47.55,0.0,No,64921.53,61482.149999999994,3439.3800000000047,0.0,13.0
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,packaging,Delivered,207,64.29,63.01,25.0,Yes,13308.03,13043.07,264.96000000000095,12.077294685990339,6.0
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,office supplies,Delivered,526,26.37,25.32,47.0,Yes,13870.62,13318.32,552.3000000000011,8.935361216730039,20.0
PO-00459,Gamma_Co,2022-06-08,2022-06-14,electronics,Delivered,1119,27.03,23.82,0.0,Yes,30246.57,26654.58,3591.989999999998,0.0,6.0
PO-00460,Gamma_Co,2022-08-31,2022-09-02,packaging,Delivered,1446,90.63,84.51,77.0,Yes,131050.98,122201.46,8849.51999999999,5.325034578146611,2.0
PO-00461,Gamma_Co,2022-06-16,2022-06-24,office supplies,Delivered,567,97.53,85.29,21.0,Yes,55299.51,48359.43,6940.080000000002,3.7037037037037033,8.0
PO-00462,Delta_Logistics,2022-07-01,,mro,Delivered,148,44.91,40.1,0.0,No,6646.679999999999,5934.8,711.8799999999992,0.0,
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,mro,Pending,1965,36.6,34.64,195.0,Yes,71919.0,68067.6,3851.399999999994,9.923664122137405,15.0
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,office supplies,Pending,1818,67.96,58.98,0.0,Yes,123551.27999999998,107225.64,16325.639999999985,0.0,8.0
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,mro,Delivered,1110,48.19,45.88,112.0,Yes,53490.899999999994,50926.8,2564.0999999999913,10.09009009009009,16.0
PO-00466,Delta_Logistics,2022-12-07,,raw materials,Delivered,329,12.96,12.74,48.0,Yes,4263.84,4191.46,72.38000000000011,14.58966565349544,
PO-00467,Gamma_Co,2023-02-26,2023-03-17,office supplies,Cancelled,1422,25.62,25.18,65.0,Yes,36431.64,35805.96,625.6800000000003,4.571026722925457,19.0
PO-00468,Delta_Logistics,2023-11-17,,raw materials,Delivered,546,82.63,74.77,76.0,No,45115.979999999996,40824.42,4291.559999999998,13.91941391941392,
PO-00469,Gamma_Co,2022-09-12,2022-09-22,office supplies,Partially delivered,351,72.08,71.3,20.0,Yes,25300.079999999998,25026.3,273.77999999999884,5.698005698005698,10.0
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,raw materials,Partially delivered,230,13.0,12.81,0.0,No,2990.0,2946.3,43.69999999999982,0.0,17.0
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,mro,Delivered,656,30.73,26.26,17.0,Yes,20158.88,17226.56,2932.3199999999997,2.591463414634146,6.0
PO-00472,Gamma_Co,2023-12-20,2024-01-09,mro,Delivered,1172,34.34,32.09,69.0,Yes,40246.48,37609.48,2637.0,5.887372013651877,20.0
PO-00473,Gamma_Co,2022-04-21,2022-04-30,electronics,Delivered,749,71.53,70.02,41.0,Yes,53575.97,52444.979999999996,1130.9900000000052,5.473965287049399,9.0
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,packaging,Delivered,1042,12.48,12.3,88.0,Yes,13004.16,12816.6,187.5599999999995,8.445297504798464,16.0
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,raw materials,Delivered,1189,19.47,17.15,0.0,No,23149.829999999998,20391.35,2758.4799999999996,0.0,18.0
PO-00476,Epsilon_Group,2023-04-27,,office supplies,Delivered,240,88.14,81.9,4.0,Yes,21153.6,19656.0,1497.5999999999985,1.6666666666666667,
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,mro,Delivered,302,26.98,26.47,9.0,Yes,8147.96,7993.94,154.02000000000044,2.980132450331126,17.0
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,mro,Pending,1030,70.81,61.58,0.0,No,72934.3,63427.4,9506.900000000001,0.0,10.0
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,office supplies,Delivered,977,33.79,32.25,137.0,Yes,33012.83,31508.25,1504.5800000000017,14.022517911975434,6.0
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,packaging,Delivered,1234,19.99,17.66,25.0,Yes,24667.66,21792.44,2875.220000000001,2.025931928687196,17.0
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,office supplies,Delivered,1329,33.48,33.06,146.0,Yes,44494.92,43936.740000000005,558.179999999993,10.985703536493604,14.0
PO-00482,Gamma_Co,2022-08-22,2022-08-30,raw materials,Delivered,1396,77.63,67.81,58.0,Yes,108371.48,94662.76000000001,13708.719999999987,4.154727793696275,8.0
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,raw materials,Delivered,177,90.06,87.71,7.0,Yes,15940.62,15524.669999999998,415.95000000000255,3.954802259887006,12.0
